OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu4328;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4328;;;;;;;;;;;;;;;;;;
Otu4329;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4329;;;;;;;;;;;;;;;;;;
Otu4334;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu4334;;;;;;;;;;;;;;;;;;
Otu4335;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4335;;;;;;;;;;;;;;;;;;
Otu4341;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;UBA1820;Merdimorpha;Merdimorpha sp002314265;Otu4341;;;;;;;;;;;;;;;;;;
Otu4346;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4346;;;;;;;;;;;;;;;;;;
Otu4352;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4352;;;;;;;;;;;;;;;;;;
Otu4353;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Ventricola;Ventricola sp900542395;Otu4353;;;;;;;;;;;;;;;;;;
Otu4354;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4354;;;;;;;;;;;;;;;;;;
Otu4356;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp000435755;Otu4356;;;;;;;;;;;;;;;;;;
Otu4358;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp001916715;Otu4358;;;;;;;;;;;;;;;;;;
Otu4360;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium;Gallintestinimicrobium propionicum;Otu4360;;;;;;;;;;;;;;;;;;
Otu4361;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans;Otu4361;;;;;;;;;;;;;;;;;;
Otu4362;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4362;;;;;;;;;;;;;;;;;;
Otu4377;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola;Otu4377;;;;;;;;;;;;;;;;;;
Otu4380;Bacteria;Bacillota_A;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae;Christensenellaceae;Otu4380;;;;;;;;;;;;;;;;;;
Otu4389;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4389;;;;;;;;;;;;;;;;;;
Otu4392;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu4392;;;;;;;;;;;;;;;;;;
Otu4393;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4393;;;;;;;;;;;;;;;;;;
Otu4396;Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;Merdibacter merdigallinarum;Otu4396;;;;;;;;;;;;;;;;;;
Otu4397;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu4397;;;;;;;;;;;;;;;;;;
Otu4403;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacteraceae;Acutalibacteraceae;Otu4403;;;;;;;;;;;;;;;;;;
Otu4404;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides;Otu4404;;;;;;;;;;;;;;;;;;
Otu4406;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu4406;;;;;;;;;;;;;;;;;;
Otu4408;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4408;;;;;;;;;;;;;;;;;;
Otu4410;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4410;;;;;;;;;;;;;;;;;;
Otu4414;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp900765785;Otu4414;;;;;;;;;;;;;;;;;;
Otu4421;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu4421;;;;;;;;;;;;;;;;;;
Otu4424;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4424;;;;;;;;;;;;;;;;;;
Otu4425;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4425;;;;;;;;;;;;;;;;;;
Otu4434;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu4434;;;;;;;;;;;;;;;;;;
Otu4437;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4437;;;;;;;;;;;;;;;;;;
Otu4439;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter faecis;Otu4439;;;;;;;;;;;;;;;;;;
Otu4440;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4440;;;;;;;;;;;;;;;;;;
Otu4448;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu4448;;;;;;;;;;;;;;;;;;
Otu4449;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus aceti;Otu4449;;;;;;;;;;;;;;;;;;
Otu4452;Bacteria;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae;Selenomonadaceae;Otu4452;;;;;;;;;;;;;;;;;;
Otu4456;Bacteria;Bacillota_B;Dehalobacteriia;Dehalobacteriia;Dehalobacteriia;Dehalobacteriia;Dehalobacteriia;Otu4456;;;;;;;;;;;;;;;;;;
Otu4457;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Petralouisia;Petralouisia sp001940225;Otu4457;;;;;;;;;;;;;;;;;;
Otu4459;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola filiformis;Otu4459;;;;;;;;;;;;;;;;;;
Otu4468;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter;Otu4468;;;;;;;;;;;;;;;;;;
Otu4470;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4470;;;;;;;;;;;;;;;;;;
Otu4472;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4472;;;;;;;;;;;;;;;;;;
Otu4474;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter;Otu4474;;;;;;;;;;;;;;;;;;
Otu4475;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_Q;Eubacterium_Q sp000703065;Otu4475;;;;;;;;;;;;;;;;;;
Otu4480;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4480;;;;;;;;;;;;;;;;;;
Otu4481;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu4481;;;;;;;;;;;;;;;;;;
Otu4486;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu4486;;;;;;;;;;;;;;;;;;
Otu4488;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4488;;;;;;;;;;;;;;;;;;
Otu4490;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4490;;;;;;;;;;;;;;;;;;
Otu4491;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu4491;;;;;;;;;;;;;;;;;;
Otu4493;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Aristaeellaceae;Aristaeellaceae;Otu4493;;;;;;;;;;;;;;;;;;
Otu4496;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Wujia;Wujia chipingensis;Otu4496;;;;;;;;;;;;;;;;;;
Otu4498;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;Otu4498;;;;;;;;;;;;;;;;;;
Otu4500;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris_A;Otu4500;;;;;;;;;;;;;;;;;;
Otu4515;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;Otu4515;;;;;;;;;;;;;;;;;;
Otu4517;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;Otu4517;;;;;;;;;;;;;;;;;;
Otu4518;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4518;;;;;;;;;;;;;;;;;;
Otu4519;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4519;;;;;;;;;;;;;;;;;;
Otu4525;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4525;;;;;;;;;;;;;;;;;;
Otu4527;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu4527;;;;;;;;;;;;;;;;;;
Otu4533;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Bittarella;Bittarella massiliensis_A;Otu4533;;;;;;;;;;;;;;;;;;
Otu4536;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;Merdousia;Otu4536;;;;;;;;;;;;;;;;;;
Otu4548;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C;Otu4548;;;;;;;;;;;;;;;;;;
Otu4551;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu4551;;;;;;;;;;;;;;;;;;
Otu4554;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4554;;;;;;;;;;;;;;;;;;
Otu4555;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Bianqueaceae;Bianquea;Bianquea renquensis;Otu4555;;;;;;;;;;;;;;;;;;
Otu4556;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4556;;;;;;;;;;;;;;;;;;
Otu4558;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177;Otu4558;;;;;;;;;;;;;;;;;;
Otu4564;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Geodermatophilaceae;Klenkia;Klenkia;Otu4564;;;;;;;;;;;;;;;;;;
Otu4567;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola;Otu4567;;;;;;;;;;;;;;;;;;
Otu4574;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales;Bacteroidales;Bacteroidales;Otu4574;;;;;;;;;;;;;;;;;;
Otu4594;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus sp905197685;Otu4594;;;;;;;;;;;;;;;;;;
Otu4599;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu4599;;;;;;;;;;;;;;;;;;
Otu4602;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella confusa_B;Otu4602;;;;;;;;;;;;;;;;;;
Otu4604;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;Merdousia;Otu4604;;;;;;;;;;;;;;;;;;
Otu4605;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella ruminicola;Otu4605;;;;;;;;;;;;;;;;;;
Otu4616;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4616;;;;;;;;;;;;;;;;;;
Otu4618;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4618;;;;;;;;;;;;;;;;;;
Otu4626;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4626;;;;;;;;;;;;;;;;;;
Otu4629;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A difficilis;Otu4629;;;;;;;;;;;;;;;;;;
Otu4633;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella ruminicola_A;Otu4633;;;;;;;;;;;;;;;;;;
Otu4637;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Wujia;Wujia chipingensis;Otu4637;;;;;;;;;;;;;;;;;;
Otu4638;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;G3-4614;Caccoplasma_A;Caccoplasma_A merdipullorum;Otu4638;;;;;;;;;;;;;;;;;;
Otu4642;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio;Succinivibrio sp000431835;Otu4642;;;;;;;;;;;;;;;;;;
Otu4647;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4647;;;;;;;;;;;;;;;;;;
Otu4651;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Avimonas;Avimonas sp012839705;Otu4651;;;;;;;;;;;;;;;;;;
Otu4652;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4652;;;;;;;;;;;;;;;;;;
Otu4655;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp001916715;Otu4655;;;;;;;;;;;;;;;;;;
Otu4656;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu4656;;;;;;;;;;;;;;;;;;
Otu4657;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu4657;;;;;;;;;;;;;;;;;;
Otu4658;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Cupidesulfovibrio;Cupidesulfovibrio;Otu4658;;;;;;;;;;;;;;;;;;
Otu4661;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4661;;;;;;;;;;;;;;;;;;
Otu4662;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;UBA7173;UBA7173 sp001689685;Otu4662;;;;;;;;;;;;;;;;;;
Otu4666;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu4666;;;;;;;;;;;;;;;;;;
Otu4668;Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella wadsworthensis_A;Otu4668;;;;;;;;;;;;;;;;;;
Otu4674;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4674;;;;;;;;;;;;;;;;;;
Otu4675;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium longum;Otu4675;;;;;;;;;;;;;;;;;;
Otu4679;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4679;;;;;;;;;;;;;;;;;;
Otu4680;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-488;CAG-488 sp000434915;Otu4680;;;;;;;;;;;;;;;;;;
Otu4683;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4683;;;;;;;;;;;;;;;;;;
Otu4685;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4685;;;;;;;;;;;;;;;;;;
Otu4687;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4687;;;;;;;;;;;;;;;;;;
Otu4688;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;CAG-433;CAG-433 sp019423565;Otu4688;;;;;;;;;;;;;;;;;;
Otu4695;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella;Paraprevotella clara;Otu4695;;;;;;;;;;;;;;;;;;
Otu4716;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4716;;;;;;;;;;;;;;;;;;
Otu4737;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;Otu4737;;;;;;;;;;;;;;;;;;
Otu4738;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238;CAG-238 sp900542245;Otu4738;;;;;;;;;;;;;;;;;;
Otu4741;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;Otu4741;;;;;;;;;;;;;;;;;;
Otu4742;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola fusiformis;Otu4742;;;;;;;;;;;;;;;;;;
Otu4743;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia;Otu4743;;;;;;;;;;;;;;;;;;
Otu4746;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-452;CAG-452 sp000434035;Otu4746;;;;;;;;;;;;;;;;;;
Otu4748;Bacteria;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-272;CAG-272;Otu4748;;;;;;;;;;;;;;;;;;
Otu4751;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900549635;Otu4751;;;;;;;;;;;;;;;;;;
Otu4759;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus comes_A;Otu4759;;;;;;;;;;;;;;;;;;
Otu4765;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4765;;;;;;;;;;;;;;;;;;
Otu4775;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4775;;;;;;;;;;;;;;;;;;
Otu4777;Bacteria;Bacillota_B;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas_B;Syntrophomonas_B zehnderi;Otu4777;;;;;;;;;;;;;;;;;;
Otu4782;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea;Otoolea;Otu4782;;;;;;;;;;;;;;;;;;
Otu4784;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus;Otu4784;;;;;;;;;;;;;;;;;;
Otu4789;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu4789;;;;;;;;;;;;;;;;;;
Otu4791;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp003525905;Otu4791;;;;;;;;;;;;;;;;;;
Otu4794;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135;Otu4794;;;;;;;;;;;;;;;;;;
Otu4795;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4795;;;;;;;;;;;;;;;;;;
Otu4799;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium;Otu4799;;;;;;;;;;;;;;;;;;
Otu4805;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4805;;;;;;;;;;;;;;;;;;
Otu4809;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Anaerotardibacter;Anaerotardibacter sp000436075;Otu4809;;;;;;;;;;;;;;;;;;
Otu4810;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus salivarius;Otu4810;;;;;;;;;;;;;;;;;;
Otu4813;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Aristaeellaceae;Aristaeellaceae;Otu4813;;;;;;;;;;;;;;;;;;
Otu4818;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4818;;;;;;;;;;;;;;;;;;
Otu4819;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555;Otu4819;;;;;;;;;;;;;;;;;;
Otu4821;Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Erysipelotrichaceae;Dielma;Dielma fastidiosa;Otu4821;;;;;;;;;;;;;;;;;;
Otu4829;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900758465;Otu4829;;;;;;;;;;;;;;;;;;
Otu4830;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4830;;;;;;;;;;;;;;;;;;
Otu4831;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacteriaceae;Enterobacteriaceae;Otu4831;;;;;;;;;;;;;;;;;;
Otu4833;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp002265625;Otu4833;;;;;;;;;;;;;;;;;;
Otu4835;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Aristaeella;Aristaeella;Otu4835;;;;;;;;;;;;;;;;;;
Otu4837;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Ellagibacter;Ellagibacter isourolithinifaciens;Otu4837;;;;;;;;;;;;;;;;;;
Otu4838;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;UBA1829;UBA1829;UBA1829;Otu4838;;;;;;;;;;;;;;;;;;
Otu4839;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprophilus;Otu4839;;;;;;;;;;;;;;;;;;
Otu4841;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Otu4841;;;;;;;;;;;;;;;;;;
Otu4843;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E;Pseudomonas_E;Otu4843;;;;;;;;;;;;;;;;;;
Otu4845;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia intestinalis;Otu4845;;;;;;;;;;;;;;;;;;
Otu4849;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp900765565;Otu4849;;;;;;;;;;;;;;;;;;
Otu4850;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu4850;;;;;;;;;;;;;;;;;;
Otu4855;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4855;;;;;;;;;;;;;;;;;;
Otu4856;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter;Coprobacter fastidiosus;Otu4856;;;;;;;;;;;;;;;;;;
Otu4863;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4863;;;;;;;;;;;;;;;;;;
Otu4864;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-508;CAG-508;Otu4864;;;;;;;;;;;;;;;;;;
Otu4869;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus;Otu4869;;;;;;;;;;;;;;;;;;
Otu4881;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu4881;;;;;;;;;;;;;;;;;;
Otu4884;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris_A;Otu4884;;;;;;;;;;;;;;;;;;
Otu4886;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4886;;;;;;;;;;;;;;;;;;
Otu4892;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4892;;;;;;;;;;;;;;;;;;
Otu4896;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium;Otu4896;;;;;;;;;;;;;;;;;;
Otu4898;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4898;;;;;;;;;;;;;;;;;;
Otu4903;Bacteria;Bacillota_A;Clostridia;Christensenellales;Maliibacteriaceae;Maliibacterium;Maliibacterium massiliense;Otu4903;;;;;;;;;;;;;;;;;;
Otu4904;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4904;;;;;;;;;;;;;;;;;;
Otu4906;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4906;;;;;;;;;;;;;;;;;;
Otu4913;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4913;;;;;;;;;;;;;;;;;;
